S. No.,Crash Date,Crash Day,Location,State,LatLong,latitude,longitude,Road Type,Crash Type,Killed,Injured,Vehicle 1,Vehicle/Object 2,Million Plus City
2236,2023-06-04,Sunday,Rushikonda,Andhra Pradesh,"17.791708971512524, 83.38208920437141",17.791708971512524,83.38208920437141,OR,Fixed Object Collision,2,1,Two Wheeler,Tree,Vizag
2237,2023-06-05,Monday,Meesalur Junction,Tamil Nadu,"9.552181595887037, 77.92605153296493",9.552181595887037,77.92605153296493,OR,Head On Collision ,2,0,Two Wheeler,Bus,Nil
2238,2023-06-05,Monday,Narayan Temple Narhe,Maharashtra,"18.442636108492092, 73.83795009781468",18.442636108492092,73.83795009781468,NH,Hit and Run,1,1,Two Wheeler,Unidentified,Pune
2239,2023-06-05,Monday,Warje,Maharashtra,"18.487444956836356, 73.79553133382488",18.487444956836356,73.79553133382488,NH,Fixed Object Collision,1,0,Van,Divider,Pune
2240,2023-06-06,Tuesday,Kakra,Uttar Pradesh,"29.376789849487103, 77.57564302635546",29.376789849487103,77.57564302635546,OR,Run Off Road,1,4,Car,Nil,Nil
2241,2023-06-08,Thursday,Dol,Madhya Pradesh,"24.39397454147242, 82.184398592748",24.39397454147242,82.184398592748,OR,Hit From Side,7,2,SUV,Truck,Nil
2242,2023-06-07,Wednesday,Sikar Fatehpur,Rajasthan,"27.98310030694659, 74.95927813972753",27.98310030694659,74.95927813972753,NH,Head On Collision ,4,0,Car,Truck,Nil
2243,2023-06-08,Thursday,Kalyanpur,Uttar Pradesh,"28.621003810007025, 79.88569340043732",28.621003810007025,79.88569340043732,OR,Fixed Object Collision,2,1,Two Wheeler,Tree,Nil
2244,2023-06-08,Thursday,Hanuman Temple,Uttar Pradesh,"28.420436211949628, 80.61075215362085",28.420436211949628,80.61075215362085,SH,Others,4,0,Two Wheeler,SUV,Nil
2245,2023-06-08,Thursday,Sector 105,Punjab,"30.657921507594924, 76.68126626279295",30.657921507594924,76.68126626279295,OR,Others,1,0,Two Wheeler,Car,Chandigarh
2246,2023-06-08,Thursday,Lalru,Punjab,"30.486880645140086, 76.79866452861589",30.486880645140086,76.79866452861589,NH,Others,1,1,Two Wheeler,Car,Nil
2247,2023-06-09,Friday,Dilippur,Uttar Pradesh,"25.900823158335076, 82.03348339821075",25.900823158335076,82.03348339821075,OR,Hit and Run,1,0,Pedestrian,Car,Nil
2248,2023-06-08,Thursday,NLU Crossing,Delhi,"28.598511871145497, 77.022208942851",28.598511871145497,77.022208942851,OR,Hit From Back,3,2,Two Wheeler,Car,Delhi
2249,2023-06-07,Wednesday,Sector 74,Haryana,"28.41172315510464, 77.01410199627452",28.41172315510464,77.01410199627452,OR,Head On Collision ,1,1,Two Wheeler,Truck,Nil
2250,2023-06-07,Wednesday,Paud Phata Flyover,Maharashtra,"18.506485494909512, 73.82415909499015",18.506485494909512,73.82415909499015,NH,Hit and Run,1,0,Two Wheeler,Unidentified,Pune
2251,2023-06-09,Friday,Dhar,Madhya Pradesh,"22.596254016898165, 75.3053349208528",22.596254016898165,75.3053349208528,SH,Fixed Object Collision,1,2,Car,Divider,Nil
2252,2023-06-09,Friday,Madora ,Uttar Pradesh,"27.696920279188575, 77.96077334358009",27.696920279188575,77.96077334358009,OR,Hit and Run,3,2,Pedestrian,Truck,Nil
2253,2023-06-11,Sunday,Sector 62,Uttar Pradesh,"28.632289493423333, 77.36539524201442",28.632289493423333,77.36539524201442,NH,Others,2,0,Two Wheeler,Pick Up,Nil
2254,2023-06-09,Friday,Sakalo ,Chhattisgarh,"23.185176355581998, 83.20007518788057",23.185176355581998,83.20007518788057,SH,Hit From Back,2,0,Two Wheeler,Tractor,Nil
2255,2023-06-11,Sunday,SV Puram Toll Plaza,Andhra Pradesh,"13.525494674057821, 79.53284088005621",13.525494674057821,79.53284088005621,NH,Head On Collision ,5,8,Car,Van,Nil
2256,2023-06-12,Monday,Khambale,Maharashtra,"19.959401850114677, 73.62838369715573",19.959401850114677,73.62838369715573,NH,Fixed Object Collision,4,0,SUV,Wall,Nil
2257,2023-06-12,Monday,Ananthapalle,Telangana,"18.548883113647605, 78.92095323598625",18.548883113647605,78.92095323598625,OR,Head On Collision ,7,2,Car,Lorry,Nil
2258,2023-06-10,Saturday,Tikri,Uttar Pradesh,"29.226897674090505, 77.35537421261732",29.226897674090505,77.35537421261732,OR,Head On Collision ,2,0,Car,Tractor,Nil
2259,2023-06-10,Saturday,Baheri,Bihar,"25.842486533799722, 86.15846883478056",25.842486533799722,86.15846883478056,SH,With Parked Vehicle,3,3,SUV,Truck,Nil
2260,2023-06-09,Friday,Jalan Industrial Complex,West Bengal,"22.596841299135423, 88.22499293827853",22.596841299135423,88.22499293827853,NH,Hit From Back,1,0,Two Wheeler,Truck,Nil
2261,2023-06-11,Sunday,Bassi,Rajasthan,"26.857110735518543, 76.05251985209249",26.857110735518543,76.05251985209249,NH,Hit and Run,1,7,SUV,Unidentified,Nil
2262,2023-06-11,Sunday,Varve,Maharashtra,"18.300659178926384, 73.87327571238676",18.300659178926384,73.87327571238676,NH,Others,2,11,Bus,Bus,Nil
2263,2023-06-13,Tuesday,Khandala Ghat,Maharashtra,"18.766786409968578, 73.36808732810299",18.766786409968578,73.36808732810299,NH,Run Off Road,3,2,Truck,Nil,Nil
2264,2023-06-11,Sunday,Narmadapuram,Madhya Pradesh,"22.745317860282693, 77.71886225449711",22.745317860282693,77.71886225449711,SH,Vehicle Overturn,1,2,Car,Nil,Nil
2265,2023-06-11,Sunday,Dwarikapuri,Madhya Pradesh,"22.68975654233917, 75.81658010159019",22.68975654233917,75.81658010159019,OR,Others,2,0,Two Wheeler,Two Wheeler,Indore
2266,2023-06-11,Sunday,Vanasthalipuram,Telangana,"17.328789071705273, 78.57527231688721",17.328789071705273,78.57527231688721,OR,Head On Collision ,1,0,Two Wheeler,Car,Hyderabad
2267,2023-06-13,Tuesday,Bilkhiriya Kalan,Madhya Pradesh,"23.256171756488932, 77.58396859018498",23.256171756488932,77.58396859018498,NH,Fixed Object Collision,1,1,Car,Divider,Nil
2268,2023-06-14,Wednesday,Chintapalle,Andhra Pradesh,"17.864449840793693, 82.35669410632896",17.864449840793693,82.35669410632896,SH,Vehicle Overturn,1,5,Auto Rickshaw,Gorge,Nil
2269,2023-06-12,Monday,Water Park,Uttar Pradesh,"26.90359105736207, 80.74522051742348",26.90359105736207,80.74522051742348,NH,Head On Collision ,2,0,Two Wheeler,Truck,Nil
2270,2023-06-13,Tuesday,Basavanalagaddi,Karnataka,"16.458666461870724, 74.610610324329",16.458666461870724,74.610610324329,NH,Head On Collision ,3,0,Two Wheeler,Truck,Nil
2271,2023-06-14,Wednesday,Mohali,Punjab,"30.744455685753547, 76.65300091998748",30.744455685753547,76.65300091998748,NH,Head On Collision ,2,3,Car,Truck,Nil
2272,2023-06-14,Wednesday,Khanpur ,Punjab,"30.75464311684099, 76.62702085801223",30.75464311684099,76.62702085801223,NH,Hit and Run,1,1,Two Wheeler,Unidentified,Nil
2273,2023-06-14,Wednesday,Bashona,Himachal Pradesh,"31.871031353069032, 77.17674375720803",31.871031353069032,77.17674375720803,OR,Vehicle Overturn,2,5,Bus,Gorge,Nil
2274,2023-06-14,Wednesday,Ideal corner,Maharashtra,"18.93511912853356, 72.83320592256824",18.93511912853356,72.83320592256824,OR,Hit From Back,2,0,Two Wheeler,Car,Mumbai
2275,2023-06-15,Thursday,Sendivakkam,Tamil Nadu,"12.456115475442362, 79.80665086504534",12.456115475442362,79.80665086504534,OR,Hit and Run,3,0,Two Wheeler,Unidentified,Nil
2276,2023-06-15,Thursday,Sholavaram,Tamil Nadu,"13.23587436451, 80.16353683437387",13.23587436451,80.16353683437387,OR,Hit From Back,3,0,Van,Truck,Nil
2277,2023-06-15,Thursday,Dumar Kachhar,Madhya Pradesh,"23.220569810001827, 82.14021984486837",23.220569810001827,82.14021984486837,NH,Hit From Side,2,1,Two Wheeler,Tractor,Nil
2278,2023-06-15,Thursday,Mattam Bhimavaram,Andhra Pradesh,"17.77508388188508, 81.93230487674732",17.77508388188508,81.93230487674732,OR,Run Off Road,3,23,Car,Nil,Nil
2279,2023-06-16,Friday,Gundlapalli,Telangana,"18.1910150092227, 79.94125134695838",18.1910150092227,79.94125134695838,NH,Fixed Object Collision,2,0,Two Wheeler,Divider,Nil
2280,2023-06-15,Thursday,Cheragi,Assam,"24.319184264505672, 92.3935605339114",24.319184264505672,92.3935605339114,OR,Head On Collision ,1,5,Two Wheeler,Two Wheeler,Nil
2281,2023-06-16,Friday,Golai,Assam,"27.364983421131786, 95.63581024948334",27.364983421131786,95.63581024948334,NH,Fixed Object Collision,4,0,Car,Tree,Nil
2282,2023-06-16,Friday,Sadiq,Punjab,"30.70778960736176, 74.5862918130782",30.70778960736176,74.5862918130782,NH,Hit From Back,2,0,Two Wheeler,Car,Nil
2283,2023-06-17,Saturday,Madiki ,Andhra Pradesh,"16.853922537345586, 81.83287099647276",16.853922537345586,81.83287099647276,OR,Head On Collision ,5,8,Van,Car,Nil
2284,2023-06-16,Friday,Patara,Uttar Pradesh,"26.23328811501155, 80.19739508037516",26.23328811501155,80.19739508037516,NH,Hit From Back,2,0,Two Wheeler,Truck,Nil
2285,2023-06-16,Friday,Kudrail,Uttar Pradesh,"26.908299948636813, 79.32611242580302",26.908299948636813,79.32611242580302,SH,With Parked Vehicle,2,0,Two Wheeler,Truck,Nil
2286,2023-06-17,Saturday,Light Point,Punjab,"30.691489027661596, 76.80276584159046",30.691489027661596,76.80276584159046,OR,Others,2,2,Car,Pick Up,Chandigarh
2287,2023-06-18,Sunday,Gopa Thanda,Telangana,"17.45545988105435, 80.03897049783521",17.45545988105435,80.03897049783521,OR,Fixed Object Collision,1,0,Car,Tree,Nil
2288,2023-06-18,Sunday,Nakkala Gutta,Telangana,"17.99746582469721, 79.55341351504958",17.99746582469721,79.55341351504958,NH,Hit From Back,1,0,Two Wheeler,Tractor,Nil
2289,2023-06-18,Sunday,Hosur,Karnataka,"13.350788599372498, 78.12633462478937",13.350788599372498,78.12633462478937,OR,Head On Collision ,1,0,Two Wheeler,Two Wheeler,Nil
2290,2023-06-17,Saturday,Ulwe ,Maharashtra,"18.95911023747639, 73.03754993419261",18.95911023747639,73.03754993419261,NH,Fixed Object Collision,1,8,Car,Divider,Mumbai
2291,2023-06-19,Monday,Aji Dam,Gujarat,"22.277910961179764, 70.83712461683756",22.277910961179764,70.83712461683756,SH,Hit and Run,1,0,Pedestrian,Unidentified,Rajkot
2292,2023-06-18,Sunday,Peddemul,Telangana,"17.33957787635739, 77.65964276766196",17.33957787635739,77.65964276766196,OR,Run Off Road,1,7,Car,Nil,Nil
2293,2023-06-19,Monday,Kamalam,Gujarat,"23.14767795817291, 72.63447060232629",23.14767795817291,72.63447060232629,SH,Hit From Back,2,0,Two Wheeler,SUV,Nil
2294,2023-06-18,Sunday,Andalpuram,Tamil Nadu,"9.910021498271881, 78.1026413210903",9.910021498271881,78.1026413210903,OR,Hit From Back,1,1,Two Wheeler,Bus,Madurai
2295,2023-06-21,Wednesday,Mahavan,Uttar Pradesh,"27.432897597797343, 77.74385250237044",27.432897597797343,77.74385250237044,OR,Hit From Back,2,4,Car,Car,Nil
2296,2023-06-20,Tuesday,Tanda,Uttarakhand,"29.08143734978924, 79.4343409189833",29.08143734978924,79.4343409189833,OR,Hit From Back,1,3,Car,Bus,Nil
2297,2023-06-20,Tuesday,Rudrapur,Uttarakhand,"28.98335325862951, 79.39969602063346",28.98335325862951,79.39969602063346,NH,Head On Collision ,1,1,Two Wheeler,Car,Nil
2298,2023-06-20,Tuesday,Phase 3 ,Chandigarh,"30.701206517740417, 76.73811454173993",30.701206517740417,76.73811454173993,OR,Hit From Side,1,0,Two Wheeler,Car,Chandigarh
2299,2023-06-19,Monday,Sanskruti Restaurant,Maharashtra,"19.97185408552217, 73.67979012376445",19.97185408552217,73.67979012376445,NH,Head On Collision ,2,0,Two Wheeler,Car,Nil
2300,2023-06-20,Tuesday,Nirjan,Haryana,"29.332361839831194, 76.37216804741239",29.332361839831194,76.37216804741239,SH,Others,5,0,Two Wheeler,Truck,Nil
2301,2023-06-19,Monday,Muradpur chowk,Bihar,"26.009284444916908, 85.45375751333216",26.009284444916908,85.45375751333216,OR,With Parked Vehicle,3,3,Auto Rickshaw,Truck,Nil
2302,2023-06-21,Wednesday,Dhola Sadiya Bridge,Assam,"27.77358509486043, 95.67086946778453",27.77358509486043,95.67086946778453,NH,Others,2,2,Car,Truck,Nil
2303,2023-06-22,Thursday,Munsyari,Uttarakhand,"30.073308494026286, 80.23227754186095",30.073308494026286,80.23227754186095,OR,Vehicle Overturn,9,2,Van,Ditch,Nil
2304,2023-06-20,Tuesday,Trichy-Chennai Highway,Tamil Nadu,"12.847072511762255, 80.06271346863879",12.847072511762255,80.06271346863879,NH,Others,1,1,Truck,Bus,Nil
2305,2023-06-23,Friday,Dilawarpur,Uttar Pradesh,"27.814941762985036, 79.76385319067194",27.814941762985036,79.76385319067194,OR,Hit and Run,5,0,Two Wheeler,Unidentified,Nil
2306,2023-06-21,Wednesday,Vellarada,Kerala,"8.450163992481496, 77.19757532729035",8.450163992481496,77.19757532729035,SH,Head On Collision ,1,1,Two Wheeler,Bus,Nil
2307,2023-06-22,Thursday,Ashewadi,Maharashtra,"20.083073793949193, 73.77859641679767",20.083073793949193,73.77859641679767,NH,Head On Collision ,1,18,Bus,Truck,Nil
2308,2023-06-22,Thursday,Betma,Madhya Pradesh,"22.68327527925999, 75.59793443490256",22.68327527925999,75.59793443490256,NH,Hit From Side,1,0,Tractor,Pick Up,Nil
2309,2023-06-23,Friday,"Container Road, Kothad",Kerala,"10.051053118430016, 76.27806293541411",10.051053118430016,76.27806293541411,NH,Head On Collision ,1,0,Two Wheeler,Truck,Kochi
2310,2023-06-23,Friday,"Bus Stand, Khanna",Punjab,"30.70024014344755, 76.23035644118198",30.70024014344755,76.23035644118198,NH,Hit From Back,1,3,Two Wheeler,Car,Nil
2311,2023-06-25,Sunday,Manapparai,Tamil Nadu,"10.61183830601981, 78.42016708282694",10.61183830601981,78.42016708282694,NH,Head On Collision ,5,43,Car,Bus,Nil
2312,2023-06-25,Sunday,Ratibad,Madhya Pradesh,"23.167945289815453, 77.3267537652711",23.167945289815453,77.3267537652711,OR,Run Off Road,1,0,Two Wheeler,Nil,Nil
2313,2023-06-24,Saturday,Nadaan Toll Plaza,Madhya Pradesh,"23.147531539038862, 77.49416701923114",23.147531539038862,77.49416701923114,NH,Others,2,2,Car,Truck,Bhopal
2314,2023-06-25,Sunday,Pathipakka,Telangana,"18.120734574152223, 79.75291085449805",18.120734574152223,79.75291085449805,OR,Head On Collision ,4,2,Car,Truck,Nil
2315,2023-06-26,Monday,Labhandi,Chhattisgarh,"21.242615785247907, 81.71692281259834",21.242615785247907,81.71692281259834,OR,Hit From Side,1,1,Two Wheeler,Truck,Nil
2316,2023-06-25,Sunday,Sahara City,Madhya Pradesh,"22.69082489617324, 75.92354945767228",22.69082489617324,75.92354945767228,NH,Hit and Run,1,2,Car,Unidentified,Indore
2317,2023-06-24,Saturday,Heera Nagar,Madhya Pradesh,"22.761970283369127, 75.87019988551579",22.761970283369127,75.87019988551579,OR,Hit and Run,1,2,Pedestrian,Truck,Indore
2318,2023-06-25,Sunday,Digapahandi,Odisha,"19.379155917903457, 84.56402811194185",19.379155917903457,84.56402811194185,SH,Head On Collision ,12,7,Bus,Bus,Nil
2319,2023-06-26,Monday,Asud,Maharashtra,"17.783140945007844, 73.14286877145818",17.783140945007844,73.14286877145818,SH,Head On Collision ,8,7,Auto Rickshaw,Truck,Nil
2320,2023-06-24,Saturday,Chandausi,Uttar Pradesh,"28.462468848143303, 78.78201806861269",28.462468848143303,78.78201806861269,SH,With Parked Vehicle,4,2,Car,Tractor,Nil
2321,2023-06-26,Monday,Lake Town Signal,West Bengal,"22.599929666572297, 88.40657926212091",22.599929666572297,88.40657926212091,SH,Others,3,0,Car,Bus,Kolkata
2322,2023-06-27,Tuesday,Pungar,Odisha,"18.60637277246491, 82.8891851360104",18.60637277246491,82.8891851360104,NH,Head On Collision ,3,0,Car,Truck,Nil
2323,2023-06-26,Monday,Tengraha,Bihar,"26.086922458388713, 86.42599986691215",26.086922458388713,86.42599986691215,OR,Hit and Run,3,3,Car,Unidentified,Nil
2324,2023-06-25,Sunday,Kamrajar Salai,Tamil Nadu,"13.051380004620876, 80.1969697187545",13.051380004620876,80.1969697187545,OR,Head On Collision ,2,1,Two Wheeler,Two Wheeler,Chennai
2325,2023-06-26,Monday,Parimal Underpass,Gujarat,"23.01695205478013, 72.55818940250673",23.01695205478013,72.55818940250673,OR,Hit From Back,1,0,Two Wheeler,Auto Rickshaw,Ahmedabad
2326,2023-06-27,Tuesday,Buhara ,Madhya Pradesh,"25.74849216956742, 78.60550516097877",25.74849216956742,78.60550516097877,OR,Vehicle Overturn,5,45,Truck,Gorge,Nil
2327,2023-06-27,Tuesday,Khankra,Uttarakhand,"30.243923473720816, 78.91689244931618",30.243923473720816,78.91689244931618,NH,Vehicle Overturn,2,0,Car,Gorge,Nil
2328,2023-06-27,Tuesday,Hokara,Uttarakhand,"30.022750832765524, 80.08423925666357",30.022750832765524,80.08423925666357,OR,Vehicle Overturn,2,0,Car,Gorge,Nil
2329,2023-06-27,Tuesday,Pungar,Odisha,"18.606254762435785, 82.88917481988419",18.606254762435785,82.88917481988419,NH,Head On Collision ,3,0,Car,Truck,Nil
2330,2023-06-28,Wednesday,Sohila ,Uttar Pradesh,"26.98310578465751, 82.37030535846033",26.98310578465751,82.37030535846033,OR,Head On Collision ,3,0,Two Wheeler,Car,Nil
2331,2023-06-28,Wednesday,Bhainsa Square,Madhya Pradesh,"22.988988433898864, 78.80014586648151",22.988988433898864,78.80014586648151,OR,Run Off Road,1,8,Van,Nil,Nil
2332,2023-06-28,Wednesday,Kashipur,Odisha,"21.629953725719254, 85.61631793560692",21.629953725719254,85.61631793560692,OR,Hit and Run,5,9,Pedestrian,Truck,Nil
2333,2023-06-30,Friday,Shirwalwadi,Maharashtra,"17.596038642393033, 76.31305673706431",17.596038642393033,76.31305673706431,NH,Others,6,11,SUV,Truck,Nil
2334,2023-06-28,Wednesday,Manglia,Madhya Pradesh,"22.810110459173696, 75.93722145561746",22.810110459173696,75.93722145561746,NH,Head On Collision ,1,2,Two Wheeler,Truck,Indore
2335,2023-06-29,Thursday,Rara Sahib,Punjab,"30.728382993920068, 75.9467774174068",30.728382993920068,75.9467774174068,OR,Head On Collision ,1,1,Two Wheeler,SUV,Nil
2336,2023-06-29,Thursday,Semri,Madhya Pradesh,"23.12517650408234, 77.43122168083849",23.12517650408234,77.43122168083849,OR,Run Off Road,3,1,Two Wheeler,Nil,Nil
2337,2023-06-29,Thursday,Kamasin,Uttar Pradesh,"25.51412910106251, 80.90581824127567",25.51412910106251,80.90581824127567,SH,With Parked Vehicle,7,2,SUV,Truck,Nil
2338,2023-06-29,Thursday,Bhaji Dongar,Chhattisgarh,"22.32919666548033, 81.38604223361452",22.32919666548033,81.38604223361452,SH,Head On Collision ,1,3,Two Wheeler,Pick Up,Nil
2339,2023-06-30,Friday,Dausa,Rajasthan,"26.90059176967747, 76.33635413685414",26.90059176967747,76.33635413685414,SH,Head On Collision ,2,19,Jugaad Vehicle,Truck,Nil
2340,2023-06-30,Friday,Halena ,Rajasthan,"27.112444707730653, 77.1548691860056",27.112444707730653,77.1548691860056,NH,Run Off Road,2,8,Pick Up,Nil,Nil
2341,2023-06-30,Friday,Jai Narayan Vyas,Rajasthan,"28.013547302257724, 73.35226656572068",28.013547302257724,73.35226656572068,OR,Hit and Run,1,0,Pedestrian,Car,Nil
2342,2023-06-30,Friday,Vani,Maharashtra,"20.330139318991897, 73.8890371514754",20.330139318991897,73.8890371514754,NH,Head On Collision ,4,9,Car,SUV,Nil
2343,2023-06-30,Friday,Kopargaon City,Maharashtra,"19.880345770990324, 74.47938383785612",19.880345770990324,74.47938383785612,OR,Hit From Back,3,6,SUV,Truck,Nil
2344,2023-06-29,Thursday,Kondhwa,Maharashtra,"18.4705841414359, 73.88885344339833",18.4705841414359,73.88885344339833,OR,Hit and Run,1,0,Pedestrian,Bus,Pune
2345,2023-07-01,Saturday,Pimpalkhuta,Maharashtra,"20.89986930559506, 78.17192850782284",20.89986930559506,78.17192850782284,SH,Fixed Object Collision,25,8,Bus,Crash Barrier,Nil
2346,2023-06-29,Thursday,Sainathnagar,Maharashtra,"18.539647938202, 73.9283280399473",18.539647938202,73.9283280399473,OR,Hit and Run,1,0,Pedestrian,Auto Rickshaw,Pune
2347,2023-07-01,Saturday,Telugu Thalli Flyover,Andhra Pradesh,"17.72488384227943, 83.3037833385651",17.72488384227943,83.3037833385651,OR,Others,2,1,Two Wheeler,Car,Vizag
2348,2023-06-30,Friday,Maruvathur,Tamil Nadu,"11.19728614761356, 78.61163488702934",11.19728614761356,78.61163488702934,OR,Hit From Back,2,1,Two Wheeler,Tractor,Nil
2349,2023-06-30,Friday,Shirawalwadi,Maharashtra,"17.596085112964335, 76.31330807698083",17.596085112964335,76.31330807698083,NH,Head On Collision ,6,0,Car,Pick Up,Nil
2350,2023-06-29,Thursday,Undri,Maharashtra,"18.45034931455479, 73.9148294059731",18.45034931455479,73.9148294059731,NH,Head On Collision ,1,1,Two Wheeler,Car,Pune
2351,2023-07-01,Saturday,Shashtri Bridge,Uttar Pradesh,"25.437825022209882, 81.88547858967368",25.437825022209882,81.88547858967368,NH,Hit and Run,2,0,Two Wheeler,Unidentified,Allahabad
2352,2023-07-01,Saturday,Bhora Sahib,Punjab,"30.8043089563217, 75.69175211087017",30.8043089563217,75.69175211087017,OR,Hit and Run,1,0,Two Wheeler,Unidentified,Nil
2353,2023-07-01,Saturday,Goregaon Check Nala,Maharashtra,"19.166759445653202, 72.85840991085807",19.166759445653202,72.85840991085807,OR,Others,2,1,Auto Rickshaw,Bus,Mumbai
2354,2023-07-02,Sunday,Mandovi Bridge,Goa,"15.505507126829208, 73.83663008794925",15.505507126829208,73.83663008794925,NH,Run Off Road,1,1,Two Wheeler,Nil,Nil
2355,2023-07-02,Sunday,Chimbel,Goa,"15.496465152302967, 73.86806130220374",15.496465152302967,73.86806130220374,OR,Head On Collision ,1,0,Two Wheeler,Auto Rickshaw,Nil
2356,2023-07-02,Sunday,Ganur,Maharashtra,"20.297218992215775, 74.21705064714425",20.297218992215775,74.21705064714425,OR,Head On Collision ,2,1,Two Wheeler,Car,Nil
2357,2023-07-02,Sunday,Ambad Industrial Area,Maharashtra,"19.963175090842803, 73.73522265877085",19.963175090842803,73.73522265877085,NH,Hit and Run,1,0,Pedestrian,Unidentified,Nashik
2358,2023-07-01,Saturday,Bhima Nagar,Tamil Nadu,"10.811428715965414, 78.68686747851596",10.811428715965414,78.68686747851596,OR,Run Off Road,1,0,Two Wheeler,Nil,Trichy
2359,2023-07-03,Monday,Nangloi Metro Station,Delhi,"28.682190636621815, 77.06482883540139",28.682190636621815,77.06482883540139,NH,Hit and Run,1,0,Pedestrian,Truck,Delhi
2360,2023-07-03,Monday,Farah,Uttar Pradesh,"27.333046991355754, 77.74108850720583",27.333046991355754,77.74108850720583,NH,Hit From Back,5,30,Car,Tractor,Nil
2361,2023-07-04,Tuesday,Meenakunte,Karnataka,"13.182861576948532, 77.64042676134564",13.182861576948532,77.64042676134564,NH,Hit and Run,2,0,Pedestrian,Car,Nil
2362,2023-07-04,Tuesday,Palm Hotel,Gujarat,"23.030548105592654, 72.67462986022305",23.030548105592654,72.67462986022305,NH,Others,2,0,Two Wheeler,Car,Ahmedabad
2363,2023-07-05,Wednesday,Jharsa,Uttar Pradesh,"28.446434514603936, 77.0515799763355",28.446434514603936,77.0515799763355,OR,With Parked Vehicle,4,4,Car,Truck,Nil
2364,2023-07-04,Tuesday,Todi,Uttar Pradesh,"28.800595985874217, 77.69155531814538",28.800595985874217,77.69155531814538,OR,Vehicle Overturn,3,2,Tractor,Ditch,Nil
2365,2023-07-04,Tuesday,Sithio,Jharkhand,"23.2733146828234, 85.26786617014713",23.2733146828234,85.26786617014713,OR,Hit and Run,2,1,Two Wheeler,Unidentified,Nil
2366,2023-07-05,Wednesday,Thanamandi,Jammu,"33.53860004073549, 74.3692130013987",33.53860004073549,74.3692130013987,OR,Vehicle Overturn,4,8,Van,Gorge,Nil
2367,2023-07-03,Monday,Chitahra,Madhya Pradesh,"24.8569900532828, 80.85815517650241",24.8569900532828,80.85815517650241,OR,With Parked Vehicle,3,0,Two Wheeler,Truck,Nil
2368,2023-07-04,Tuesday,Palasner,Maharashtra,"21.526491901985015, 75.04541360448518",21.526491901985015,75.04541360448518,OR,Others,10,27,Car,Truck,Nil
2369,2023-07-03,Monday,Kheragarh,Uttar Pradesh,"26.948526055877437, 77.82213721435726",26.948526055877437,77.82213721435726,OR,Others,6,3,Auto Rickshaw,SUV,Nil
2370,2023-07-05,Wednesday,Kanhai,Haryana,"28.445938739417365, 77.07586156983061",28.445938739417365,77.07586156983061,OR,Hit and Run,1,0,Bicycle,Unidentified,Nil
2371,2023-07-04,Tuesday,Lehra ,Punjab,"30.70780887921616, 75.85052128077854",30.70780887921616,75.85052128077854,OR,With Parked Vehicle,2,0,Two Wheeler,Truck,Nil
2372,2023-07-05,Wednesday,Dharasu Bridge,Uttarakhand,"30.61041510823068, 78.31587557296793",30.61041510823068,78.31587557296793,NH,Vehicle Overturn,2,1,Car,Gorge,Nil
2373,2023-07-05,Wednesday,Baldeo,Uttar Pradesh,"27.4130121143715, 77.83634673994776",27.4130121143715,77.83634673994776,OR,Run Off Road,1,1,Two Wheeler,Nil,Nil
2374,2023-07-05,Wednesday,Vyttila,Kerala,"9.96918123226607, 76.31808030797357",9.96918123226607,76.31808030797357,NH,Fixed Object Collision,1,2,Car,Tree,Kochi
2375,2023-07-06,Thursday,Devasamudaram Lake,Andhra Pradesh,"14.112205728450064, 79.14641142399371",14.112205728450064,79.14641142399371,OR,Hit From Back,2,0,Two Wheeler,Truck,Nil
2376,2023-07-04,Tuesday,Jalapur,Maharashtra,"20.023174278879043, 73.72377053609887",20.023174278879043,73.72377053609887,OR,Hit and Run,1,0,Pedestrian,Car,Nashik
2377,2023-07-05,Wednesday,Nanekarwadi,Maharashtra,"18.749417898684058, 73.850356039103",18.749417898684058,73.850356039103,OR,Fixed Object Collision,1,0,Auto Rickshaw,Divider,Nil
2378,2023-07-06,Thursday,Lalpur Chowk,Jharkhand,"23.372122382131778, 85.3383079660859",23.372122382131778,85.3383079660859,NH,Others,1,0,Two Wheeler,Mini Truck,Nil
2379,2023-07-06,Thursday,Sihol,Haryana,"28.129996027459196, 77.4250452786808",28.129996027459196,77.4250452786808,OR,Others,2,0,Two Wheeler,Mini Truck,Nil
2380,2023-07-08,Saturday,Aalamkhanpalle,Andhra Pradesh,"14.500348452170238, 78.79270430914352",14.500348452170238,78.79270430914352,SH,Hit and Run,2,0,Pedestrian,Unidentified,Nil
2381,2023-07-08,Saturday,Ambikapur,Chhattisgarh,"23.134643972848664, 83.17614533951239",23.134643972848664,83.17614533951239,NH,Head On Collision ,3,6,Bus,Truck,Nil
2382,2023-07-06,Thursday,Kudasan,Gujarat,"23.17645740327517, 72.63089691963293",23.17645740327517,72.63089691963293,OR,Others,1,2,Two Wheeler,Car,Nil
2383,2023-07-07,Friday,Tenapur,Uttar Pradesh,"26.221793875207293, 80.17699971291343",26.221793875207293,80.17699971291343,OR,Hit From Side,2,0,Two Wheeler,Pick Up,Nil
2384,2023-07-08,Saturday,Bibipur,Haryana,"29.24731227206256, 76.27276503554715",29.24731227206256,76.27276503554715,NH,Head On Collision ,8,9,Pick Up,Bus,Nil
